Tip,Paylaþým,,,,
Negatif,Gördüðüm rüyalardan da anlaþýldýðý üzere bilinçaltým yarra yemiþ vaziyette,,,,
Negatif,Orospu çocuðu instagram sayfalarý ben tiktok izlemek istedem tiktok indiririm bundan sonra her gördüðüme spamm yarra yediniz siz. Ýyi geceler çýtýr kýzlar,,,,
Negatif,cocuk yarra yemiþ haberi yok ,,,,
Negatif,Yaa býrak þunu mal gelmiþ mal gider böyleleri,,,,
Negatif,süzme sallakk,,,,
Negatif,Sinek beyinli zat yorum yapmak yerine yanlýþ  Ayasofya kararýnýn götürüsünü ah keþke düþünebilseydin !,,,,
Negatif,Tam bir malsýn,,,,
Pozitif,Bak bu içiliyor Birde bunu içmeyi dene artýk ,,,,
Pozitif, Tarihiyle iþi olmayan Z kuþaðý,,,,
Negatif, Islak nevþin sulu sulu nevþin istemiyorsan aha Yunanistan orda yallah Yunanistana dedelerinin yanýna ,,,,
Pozitif,ayasofyadan sonra twitter aðlama duvarýna dönmüþ,,,,
Pozitif,yazýk sana be Bundan sonra hep sükûtu hayal yaþacaksýn Kamalizm ölüyor yakýnda cenazesini kaldýracaðýz ,,,,
Pozitif, Bu haným Müslüman olmadýðý olanlara saygýsýda yok,,,,
Pozitif, Dünya ya yýl hüküm sürmüþ Osmanlý devleti modern bir þekilde yeniden küllerinden doðuyor,,,,
Negatif, Ýtiraf et Türk deðilim de Müslüman da deðilim de Sizden deðilim de Ayaklý diþi Ýblis im de ,,,,
Negatif,Kudur kudur devam edeceðiz seni kudurtmaya ,,,,
Negatif,Helal olsun reis Nevþin bunuda gör diyenler zaten siz bu ülkenin yararýna hiçbir zaman oy vermediniz Düþman seviciler ,,,,
Negatif,Tarih cahilisin Türk Tarihinden bi habersin ,,,,
Pozitif,Bana sataþmamanýzý tavsiye ederim Bana sataþýp da kendinizi maðdur etmeyin,,,,
Negatif,Çok mu acýdý lan,,,,
Negatif,Zoruna mý gitti,,,,
Pozitif,En son kardesin kacirilirken ciddiye almistim seni Ondan sonda baktim olmuyor biraktim Bir vizirti geliyor ama net degil,,,,
Negatif,elele tutuþup aðlayýn birde aða babalarýnýz kýzacak size sizi boþuna mý kolluyoruz diye ,,,,
Negatif, Ayasofya kararý da Islak Rahibenin içine oturmuþ Ne memnuniyetsiz bir element bu yav ,,,,
Pozitif,Kurtulus savaþindan sonra Ayosofyanýn müzeye dönüþtürulmesi Batýya þirin gözükmek içindi ,,,,
Pozitif,Bir toplumu egoistlik sevgisizlik ve çýkarcýlýk sardýysa kardeþlik onun için çok komik gelir `` Ne kardeþliði der adam `` Ben zenginim ayrýlmak istiyorum fakirlerden de hoþlanmýyorum diyor adam ,,,,
Negatif,Az yiyin de kendinize bir beyin alýn,,,,
Pozitif,Beyin acayip çalýþýyor Zehir gibi valla ,,,,
Pozitif, Unutulan Soykýrým Tekrarlanýr yýl önce Soykýrýmý nda hayatýný kaybeden Bosnalý kardeþlerimizi rahmetle anýyor ,,,,
Pozitif, ÝBB DE BÝR YILDA ÝÞE ALINANLARIN YÜZDE SÝNÝ KADINLAR OLUÞTURDU,,,,
Pozitif, Bugün yüreðimde büyük harflerle hüzün yazýyor ,,,,
Pozitif, Sn Karalar haciz olaylarýna yabancý birisi deðil o sebeple de hemen bunu þova çevirecek manevralarý yapmayý çok iyi biliyor,,,,
Pozitif,Sað olun Aslý haným Türkiye nin geleceði ne olabilir diye düþünmeye zaten artýk gerek kalmadý gidiþat Ýran a çok benziyor Muhalefetimiz sað olsun boþ konuþmaktan baþka hiç bir þey yapmýyor Küçük parmaðýný verdiler sýra kola geldi Güzel ülkemizin hâli içler acýsý ,,,,
Pozitif,eniste bos atma oy at ,,,,
Pozitif,Benim gundemimde o yohð ,,,,
Negatif,siktir ordan ,,,,
Pozitif, sene geçti ancak ne bizim acýmýz dindi ne de onlarýn nefreti bitti Avrupa nýn göbeðinde bin Boþnak yalnýzca Müslüman olduklarý için katledildi Sýrplar bize Türk derdi Müslüman olduðumuz için Bosna da kim Müslümansa Türk tü Aliya Ýzzetbegoviç ,,,,
Pozitif, Þükrü Erbaþ yeni yazýsý ile Temmuz sayýsýnda temmuz ,,,,
Pozitif,Billie Eilish çok iyi ya dinledikçe hastasý oldum seni seviyorum bililil ,,,,
Negatif, ELHAMDULÝLLAH Surda bir gedik açtýk mukaddes mi mukaddes Ey kahpe rüzgar artýk ne yandan esersen es Rabbim ,,,,
Negatif,Al oku bunu takýk ruh hastalarý ,,,,
Pozitif,Bu heyecaný o yaþta yaþadým demek bu ,,,,
Pozitif,Ufaklýk sýkýþtýrýyor yaðmurda ferrari gitmez mi baba diye ,,,,
Negatif,amcý elif ,,,,
Pozitif,Sevmeye Niyetliysen Iyi Düþün Aðlamayý Öðrenip Gülmeyi Bil AÞK Kumar Gibidir Dikkat Et Oynadýðýn Zar Deðil Duygu Ve Gurur ,,,,
Negatif,Bu ülke de niye hep Namussuzlar sahtekarlar Dolandýrýcýlar Hýrsýzlar her zaman haklýymýþlar gibi üste çýkmaya çalýþýyorlar ,,,,
Pozitif, Darbeler karþýsýnda sertliðini koruyan yumuþak dokunuþlar karþýsýnda esneyebilme özelliðine sahip akýþkan ,,,,
Pozitif,sahiden bu yaptýðýn iþ deðil kalbine biraz dokunsan yeter ,,,,
Pozitif,zamanýnda dost dediðim rapciler nedeniyle ,,,,
Pozitif, Gülümse güzel çocuk Yüreðin güzel ise hikayen güzel biter gülümse,,,,
Pozitif, ders sýnavý yapýlsýn duyun sesimizi ,,,,
Pozitif,Kediler mart ayýnda Þizolar ise Türkiye menfaatine bir iþ yapýlan ayda kuduruyorlar Sence de ilginç deðil mi ,,,,
Pozitif,daha izlememistim gitti tüm heyecani ,,,,
Pozitif,Yolda yürürken direðe çarptým Ve dedimki senin ne iþin var burda evimin direði çocuklarýmýn babasýý ,,,,
Pozitif,Umarým öle bi þey vardýr fjdsl ama yine de üzücü çünkü hadi yýl falan daha mutlu mutlu otlaya otlaya yaþayabilirlerdi aga ,,,,
Pozitif, YildizzTilbee Bununla beraber Camiilere karsi deðilim ama bu ülkede zaten Camiiler cok fazla Bu ülkenin müzelere bilim yuvalarýna ihtiyacý var Genis düþününce bana hak vereceksinizdir ,,,,
Pozitif,Caným ellerim caným týrnaklarým merak etmeyin uzun bir süre patafixe temas etmeyeceksiniz ,,,,
Pozitif,Bu arada defter deðeri goody güncel deðil sorunda orda de milyon usd taþýnabilir mal yatýrýmý var Sahio olduðu taþýnmazlar tarihi itibariyle gösteriliyor Tüm þirketler þeffaf deðil Türk Borsasý böyle Bilgi akýþý asla yok O yüzden fiyatta asla asla deme ,,,,
Negatif,BATI YALAKALIÐI YAPMAYIN ARTIK ,,,,
Pozitif,Modern monarsi diye bir kavram var mi bilmiyorum ben salladim ,,,,
Pozitif, Ayasofya nýn tekrar ibadete açýlmasý hayýrlý olsun Bu tarihi karar aziz milletimizi mutlu etmiþtir Emeði geçenleri tebrik ederim,,,,
Pozitif, Ýzmir de ekran baþýnda iyiparti ,,,,
Pozitif,Öyle zor Bi yerde býraktýnki beni Hayat Gündüz ile Gece arasýnda Cümle ile Hece arasýnda Göz ile yaþ arasýnda Ölüm ile yaþam arasýnda ,,,,
Pozitif,Hic görmeden tanýmadan seviyorum diyenlere ne diyorduk ,,,,
Pozitif, Güzel günler görür müyüz bilmiyorum ama motorlarý sýçtýn mavisine süreceðimize neredeyse eminim ,,,,
Pozitif,Ýþte biz o gün tükeneceðiz ,,,,
Pozitif,Bu nasýl birþey ya binadan atlýcam bitsin herþey Herkesi mutlu ettiremem ,,,,
Pozitif, hissesi sahipsiz mi hissesinde kim söz sahibi Hisseyi tekrar kota almak bu kadar zor mu Suç ,,,,
Pozitif, Hayýrlý geceler Mutlu hafta sonlarý dostlar ,,,,
Pozitif, Ýlk defa mantýklý konuþan trabzonlu gördüm ,,,,
Pozitif,ekonominin kötüye gittiði anda din en iyi uyutma þeklidir ,,,,
Pozitif, Baðcýlar da çöp kamyonunda bulunan temizlik görevlisi arkadan gelen araçta çalan þarkýnýn ritmine ayak uydurup oynad ,,,,
Pozitif,Sayýn medya direktörleri sevgili kardeþimizin bilgilendirmelerini okuyun lütfen belki lazým olacak bilgiler ya da izler bulabilirsiniz na sevgilerimle ,,,,
Pozitif, Ayasofya ile ilgili benden beste isteyen dostlarým yeni bir besteye gerek yok En güzel beste orada beþ vakit okunacak ,,,,
Pozitif,Evet Baþlayalým Kaným kaynýyor dünden beri Suriye yi ne zaman alýyoruz Ya Mýsýr Kudüs bekliyor Hadi Bismillah ,,,,
Pozitif,Ýnsanýn içi kýpýr kýpýr ,,,,
Pozitif, Ne yaparsanýz yapýn asla soykýrýmý unutmayýn Çünkü unutulan soykýrým tekrarlanýr Aliya Ýzzetbegoviç Unutmadýk ve asla ,,,,
Pozitif,Ali palabýyýk atansýn diye fenerin maçýna düzenlenen tiyatro boþverin bunlarý geçin ,,,,
Pozitif,Ýþte yaþayamasakta Ýslam ýn þiarý ve þuuruna sahip olmak budur ,,,,
Pozitif, Komünistlerden solculardan demokratlardan milliyetçilerden sonra liberal Ýslamcýlar da zamanla mollalarýn hedefi oldu ,,,,
Pozitif, K yapacakmýþýz zor mu bence deðil ,,,,
Pozitif, Bu nasýl bir ileri görüþlülük nasýl bir vizyon ve misyondur Tabi ki tarafým Türkiye Cumhuriyeti nin bölünmez bütünlüðünde ,,,,
Pozitif, Cumhurbaþkanýmý unuttum ,,,,
Pozitif,Afrika daki gibi bir durum yoksa her þeyin bir yolu vardýr ama ülkedeki herkesin düþünülmesi de mecburidir ,,,,
Pozitif,Rizenin en tehlikeli adamlarý ordan çýkar ,,,,
Pozitif,Olurmu paþam uluslacýlara sor devlet aklý devrede bizim kafamýz çalýþmýyor gerizekalýyýz ayrýca iktidarý eleþtirdiðimiz için vatan hainliðide arka cepte ,,,,
Pozitif, Kýymetli hemþehrilerim Adana Büyükþehir Belediyesi dün skandal bir olayla daha gündem oldu Borcunu ödeyemeyen Büyükþeh ,,,,
Pozitif,surekli uyelere laf at sonra da niye linc yiyorum duyari kas kusucam ,,,,
 Negatif,yoldan cikmis serefsiz defol gozum gormesin ,,,,
Pozitif,Galiba yatacaz ,,,,
Negatif,Senin cidden zoruna gitmiþ Sakin ol Dediðin o yerler öyle kalacak ama Ayasofya dan ezan sesi yankýlanacak sakinnnnn ,,,,
Pozitif,Diyarbakýr da Veli özel Maarif Mozaik koleji tarafýndan maðdur edildi Bankaralara borçlandýrýlýp paralarý alýndý Okul binasý haciz edildi Çözüm bekliyoruz ziyaselcuk ,,,,
Negatif, Büþra haným Mutlu son Aksaray ortaköy eskil escort ,,,,
Pozitif, meblað yüksek kaçýrmayalým sakýn ,,,,
Pozitif, Ayasofya daha önce açmanýn yanlýþ olacaðýný söyleyen AKP genel BÞK RTE þimdi oylarý erimeye baþlayýnca kurtuluþ ,,,,
Pozitif, En büyük zenginlik sevgidir en büyük miras edeptir ,,,,
Pozitif,Bazý huylarýmdan ben bile sýkýldým Yanýmda olacak insana sabýr diliyorum þimdiden ,,,,
Pozitif, Ülke egemenliði yüzyýl önce aldýðýn þehirdeki bir binayý müze veya cami yapmak deðildir ,,,,
Pozitif, Sezon finaline giden var mý Burda ya Ben gidiyorum gün sonra Sezon finali de da olsun diyorum Belki imza ,,,,
Pozitif, Daha üne basmamýþtý Öldürüldü Terörist ilan edildi Babasý soruþturmaya isyan ediyor,,,,
Pozitif,bimden bunu alamadigim icin gay degilim tuh ,,,,
Negatif, Evlatlarý rica etsem þefkatle okþar mýsýnýz bu tuvalet artýðýný Ýsmail Enes Koyuncu ya ,,,,
Pozitif,Ben varým ,,,,
Pozitif,Beni bana anlatma ,,,,
Pozitif,Canim benim mesaj atiyoruz ama cevap yok ,,,,
Negatif,Tiktoðuda sikeyim çin i de sikeyim Bunu baþýmýza bela edenleri de sikeyim ,,,,
Pozitif,Keþke benimde köyüm olsaydý kuzular çimenler ,,,,
Negatif,þýmarýk züppe çocuk ,,,,
Negatif,Çiftlik Bank firarisi Tutuklanmayacaksam gelirim Gel dombili gel siyasete gir ilk seçimlerde vekil olursun ,,,,
Negatif, ___Cinar vekilince Sen anlamazsýn dayým Sana dayý tavsiyesi Saçlarýna iyi bak senin bütün dünyan onlar Anlamadýðýn bilmediðin her mevzuya dalma boðulursun çýkamazsýn ,,,,
Pozitif, Atatürk ün çaðýnýn çok ilerisinde bir insan olduðunu biliyorduk Bizim çaðýmýzýn da ilerisinde olduðunu görmüþ olduk yýl ,,,,
Negatif,Bakiyorum da Elhamdulillah Reis arkasinda baya köpek havlatmaya baslamis ,,,,
Negatif, Ya kaderin güzel olacak Ya da kafan Sýnýrsýz aktif pasif Ewde yanlýz sevgili gibi Resimler orjinal esenyurt banu sultan Zaman sorunu yok esenyurtpasif ,,,,
Pozitif,Çok güzeldi ya eline saðlýk ,,,,
Pozitif, Ýnsanlarýn kiþisel hesabýndan yaptýðý paylaþýmlara gelip görmek istemiyoruz yazýyorlar Bu sene neden bu kadar zekasýz boþ beleþ insan türedi,,,,
Pozitif, Sorumluluðunu alamadýðýnýz canlýlarý hayatýnýza sokmayýn Çünkü TERK EDÝLMEK HER CANLIYA AYNI ACIYI VERÝR ,,,,
Pozitif, Eþeðin cebindeki kuzulara kalbimi býraktým ,,,,
Pozitif,Kavga ettiðim oðlanýn ailesi ile danaya girmiþiz neden küçüksün Çankýrý ,,,,
Pozitif, SALGIN OLDUÐUNA ÝNANAN ARKADAÞLARIM LÜTFEN DOKTOR TANIDIKLARINIZA ÞU SORUYU SORAR MISINIZ,,,,
Pozitif, sene geçti ancak ne bizim acýmýz dindi ne de onlarýn nefreti bitti Avrupa nýn göbeðinde bin Boþnak yalnýzca Müslüman ,,,,
Pozitif, yýl önce kurulmuþtu Yörsan resmen iflas etti ,,,,
Pozitif, Böyle görünce dayanamýyorum baþýmýn tatlý derdi ,,,,
Pozitif, Gün olur ihanet eden sadakat ister ,,,,
Pozitif, Senin gibi kimse ,,,,
Pozitif,Oda tv senin efendilerine mesaj veriyor diyor ki ben burdayim sýkýysa gelin ,,,,
Pozitif,Oyun falan kalmadý zaten çýkýn þunlarý takipten biz bi taraflarýný kaldýrdýk ,,,,
Pozitif, Yandaþa maaþ bize Ayasofya ,,,,
Pozitif,Sadece beni sevenler `` bu gülücükle menþ ata bilirmii ,,,,
Pozitif,ve seni seviyorum inatla denizin kendi derinliklerinde yatan ince kumlarý sevdiði gibi seni severken dünyadaki her þeyi seviyorum ,,,,
Pozitif,beyaz t shirt meselesini yeterinde abartmadýðýmýzý fark ettim aga hatika bi sey ,,,,
Pozitif,Bize bizden baþkasý misafir gibi ,,,,
Pozitif, Karatay Belediyesi sevimli dostlarýmýzý yalnýz býrakmýyor Ýlçe genelindeki sokak hayvanlarý beslenme istasyonlarý kuruluyor ,,,,
Pozitif, Ortodoks dünyasý Danýþtay kararýna tepkili,,,,
Pozitif,Dünyanýn en büyük jürisi elalem ,,,,
Pozitif,Ben çok isterim ,,,,
Pozitif, adamlar demiþ ki tecavüzcü olunca neden taksici lisansýmýz iptal ediliyor lütfen edilmesin,,,,
Pozitif, Covýd tedavisinde kullanýlacaðý duyurulan yerli covýd ilacýmýz Favicovir ilacýna üretim ruhsatý verildi milletimize ,,,,
Negatif, Merak ediyorum bu kafayla nasýl yaþýyorsunuz ,,,,
Pozitif,Valla isterim ,,,,
Negatif,Ýzmir den sevgiler özele gelirmisin cnm seni doyurayým ,,,,
Pozitif, Bu dünyanýn deðiþmeyen düzeni itin ürümesi kervanýn yürümesidir ,,,,
Pozitif,Portakal suyu sýkmak ,,,,
Negatif, Dünya üzerinde hiçbir canlýda bunlardaki kadar yoðun bir aþaðýlýk duygusu yok,,,,
Pozitif,böyle þeylere muhalefet olmasý beklenen öðretmen bozmasý da çýkmýþ babadan davet gelirse kýza iki tokat da ben atarým diyor en baþýndan beri metafordaki babadan hiçbir farký yok bu adamýn da artýk herkes anlamýþtýr umarým bunu ,,,,
Pozitif,Madde çýkara dayalý bir iliþki yerine Galatasaray ý tercih et ,,,,
Pozitif, Altýnda Türkiye Cumhuriyeti nin kurucusu Mustafa Kemal Atatürk ün imzasýnýn olduðu karar için ihanet diyor,,,,
Pozitif,Otobüste yaþlý diye yer verdiðim teyze kalabalýk otobüste inmeye çalýþýrken böyle bi þeye dönüþüyo istisnasýz ya ,,,,
Pozitif,Eee ne zaman gidiyoruz,,,,
Pozitif,Sabah sabah moralim bozuldu ,,,,
Pozitif,Abi eyer platform olarak youtubeni seçersen kameranýn karþýsýnda oturarak yalnýz anlatma bunu yapanlar çok ama praktik olarakda gösterirsen bu çok güzel olur giriþimci olmak istiyenler içinde buna ofisde vloglar günlük hayat vloglarý iþi nasýl yaptýgýn hakkýnda videolarda dahil ,,,,
Pozitif, Bir meyhane reklamý ancak bu kadar mükemmel yapýlabilirdi ,,,,
Pozitif, Meksika nýn Sainapuchi bölgesinde meydana gelen kasýrga sýrasýnda çekilen görüntüler ,,,,
Pozitif,Teþekkür ederim aþkýmmm ,,,,
Pozitif, Yaþasýn Tam Baðýmsýz Türkiye ,,,,
Pozitif,Hani bu son demiþtim ya o gün son du ,,,,
Pozitif,Merakýmý mazur görün siz olsaydýnýz açýlmasý için çaba sarf eder miydiniz ,,,,
Negatif,Yalan yalan Salak niye yanlýþ bilgi veriyon ,,,,
Pozitif,Bütün dünyanýn þahit olduðu Avrupa daki en büyük trajedilerden Soykýrýmý nýn yýl dönümünde öldürülen Müslüman Boþnak kardeþlerimize Allah tan rahmet diliyorum Boþnak ýn katledilmesinden sorumlu olanlar her zaman insanlýðýn yüz karasý olarak anýlacaktýr ,,,,
Pozitif, mekanda hafif cakir olmaya basladiktan sonra tuvaletin yolunu kafada simule edip oyle kalkmak ozlendi ,,,,
Pozitif,Öpim geçer ,,,,
Negatif,konuþma salak karý,,,,
Negatif,düzgün konuþ sýðýr siki,,,,
Pozitif, yýl geçti Avrupa nýn izniyle ve gözü önünde masum can soykýrýma uðradý Boþnak kardeþlerimi saygý ve rahmetle ,,,,
Pozitif,Özel buluþmalar özel günler olunca nedense hep geç kalýyorum ama gitmemen gereken yerlere erken gidiyorum ,,,,
Pozitif,Bu kim ya ,,,,
Pozitif, EBA nýn sunduðu tüm armalarý alan sýnýf öðrencisi Ýpek VAROL EBA ile ilgili kitap çalýþmam var ileride öðrencilere ,,,,
Negatif,cemalin ailesi çýkýp hiç kimseye ve ailesine küfür etmiyor anasýný sikti topun demiyor bu attýðýn floodla alakasýz bir olay yani sývayamýyorsunuz da en çok ona gülüyorum ,,,,
Negatif,Sen müptezelsin o yüzden ,,,,
Pozitif,fenayýmm ,,,,
Pozitif,laik cumhuriyeti Türk Milliyetçiliði Atatürk ilke ve inkilaplarýný silmek isteyenere býrakýn oy vermeyi konuþmakta yok herþeyi arabýn dini için yapýyorlar Herþeyi Türkleri araplaþtýrmak için yapýyorlar ,,,,
Pozitif,Balkonda oturmayý sevmeyen insanlarýn samimiyetine güvenemiyorumm ,,,,
Pozitif, Sezainin storylerine girip takip etmemiz gereken hesaplarý takip edin lütfen Haydi instagrama ,,,,
Pozitif,senin için daðlarý deleyim yakalanim bebeðim ,,,,
Pozitif, Ayasofya kararý iktidara darbe giriþimi deðilse ben birþey bilmiyorum ,,,,
Pozitif, anlýk halý yýkarken birini dusunerek gulumsuyorum ben var ya yok olmusum mahvolmusum ,,,,
Pozitif, Staj Ssk baþlangýcý olacak dediniz sizi verdiðiniz sözleri tutmaya davet ediyoruz dbdevletbahc ,,,,
Pozitif, Balkanlar da camiyi ahýra bara ve kiliseye çevirirken UNESCO neredeydi ,,,,
Pozitif,Ee daha daha nasýlsýnýz,,,,
Pozitif, Fransa da bir kilisede yaþananlar Nedir bu çocuklarýn kiliseden çektiði Yorumlarýnýzý alalým ,,,,
Pozitif, Meral Akþener tek meziyeti darbe þakþakçýlýðý ve hakaret olan bu þeyi yýllarca besledi þimdi eþine hakaret etme ,,,,
Negatif,Yýmýrta kafacýklar diyarý ,,,,
Pozitif, O kadar kötüsünüz ki küçücük bir olayýn cümlenin bir insaný nasýl etkilediðinin farkýnda deðilsiniz ,,,,
Pozitif, de da larýn ayrý yazýlmasý çok eski bir sorunmuþ ,,,,
Pozitif, harflý yaratýklar rabbýmýz müslümanlarý þerrinden koru cünkü papazlarla alakalý dýrlar ,,,,
Pozitif, Ýyilikle kötülük bir olmaz Kötülüðü en güzel bir þekilde sav Bir de bakarsýn ki seninle arasýnda düþmanlýk bulunan kims ,,,,
Pozitif,En büyük davet allah tarafýndan geliyor zaten ,,,,
Pozitif, Sevdim sandým sevildim sanýrdým ,,,,
Pozitif, Erkekler için Mutlu Evliligin Sýrlarý açýklanmýþ Her zaman muhabbet edecegin bir kadýn olmalý Herzaman arzulayacabileceðin,,,,
Pozitif,Sýcak hava da bile siyah giyinme alýþkanlýðým mahvediyo beni ,,,,
Pozitif,bizim umudumuz allahtan kulun iþi rast gelsiin dayý ,,,,
Pozitif,Sadece izmirin daðlarýnda deðil ülkemin her yerinde açan ve hiç solmayan en güzel çiçeksin Atam Sevgimiz kadar özlemle anýyoruz ,,,,
Negatif, boynuzister offfff süper olur ya varmýdýr böyle karýlarý olan ,,,,
Negatif,Abi neden baðnazsýnýz ya uf üzülüyorum size ,,,,
Pozitif,Aðlamamak için tek bir nedenim daha kalmadý tam zamanýnda ,,,,
Pozitif,Bize yalan söyleyenler uyduruk tarih yutturmaya çalýþýyor ,,,,
Pozitif,Batýn zulmünün ve küfrün tek millet oluþunun ýspatýdýr ,,,,
Pozitif, Türkiye Ýþçi Partisi Genel Baþkaný Erkan Baþ TBMM de konuþtu Baþkalarý ne der bilmiyorum ama ben orada þahitlik yapacaðým,,,,
Pozitif, Yanýnýzdayken kýymetini bilmiyonuz Sonra ayrýlýnca da aþk acýlý twitler klipler Bi yürüyün gidin ,,,,
Negatif,ezanlar okunurken kudurup havlayan itler diye tag açýp hemen e baðladý olayý ula her kudurup aðladýðýnýz da senaryo ayný ama artýk izlenmiyorsunuz onun için durmak yok sizi kudurtmaya devamkeeee dünya lideridir efsanedir ,,,,
Pozitif,Selam verdim borçlu çýktým Ben ona onca insaný organize edip sürpriz yapmaya çalýþýyorum Ders diyo yaa ,,,,
